item1,item2,item3,value1,value2,value3,part_item1,part_item2,part_item3,part_value1,part_value2,part_value3,reward,agreement,text,convo.id
1,3,1,3,4,1,1,2,1,4,4,1,5,agree,"THEM: i need the hat and the balls , you can have the book <eos> YOU: you can have the balls if i can have the hat and book . <eos> THEM: i can't give up the hat <eos> YOU: ok . i'll take the book and hat . you can have all the balls . <eos> THEM: i can't give you the hat , i need either the hat and the book or the hat and the balls <eos> YOU: ok . i'll take the book and balls . you can have the hat . <eos> THEM: you are confused . i need either the hat and the book , or , the hat and the balls <eos> YOU: i can't do that . that's a horrible deal for me . the balls are worth nothing . <eos> THEM: they are worth nothing for me also , so no deal then <eos> YOU: what if you take the hat , i take the book and we split the balls . <eos> THEM: sounds good <eos> YOU: that way at least we have a deal . <eos> THEM: <selection>",2173
1,2,1,4,4,1,1,3,1,3,4,1,6,agree,"YOU: i need the hat and the balls , you can have the book <eos> THEM: you can have the balls if i can have the hat and book . <eos> YOU: i can't give up the hat <eos> THEM: ok . i'll take the book and hat . you can have all the balls . <eos> YOU: i can't give you the hat , i need either the hat and the book or the hat and the balls <eos> THEM: ok . i'll take the book and balls . you can have the hat . <eos> YOU: you are confused . i need either the hat and the book , or , the hat and the balls <eos> THEM: i can't do that . that's a horrible deal for me . the balls are worth nothing . <eos> YOU: they are worth nothing for me also , so no deal then <eos> THEM: what if you take the hat , i take the book and we split the balls . <eos> YOU: sounds good <eos> THEM: that way at least we have a deal . <eos> YOU: <selection>",2174
1,2,3,0,2,4,1,1,3,1,2,3,6,agree,"THEM: i'd like the balls and the book and i am willing to give you the hats in return <eos> YOU: hats are 0 for me . i'd like the 2 balls . you can have the rest . <eos> THEM: the balls are 3 for me , guessing they're high for you too . how about we split the balls , i take the hats and you take the book <eos> YOU: deal . <eos> THEM: <selection>",2175
1,1,3,1,2,3,1,2,3,0,2,4,6,agree,"YOU: i'd like the balls and the book and i am willing to give you the hats in return <eos> THEM: hats are 0 for me . i'd like the 2 balls . you can have the rest . <eos> YOU: the balls are 3 for me , guessing they're high for you too . how about we split the balls , i take the hats and you take the book <eos> THEM: deal . <eos> YOU: <selection>",2176
2,1,3,2,2,1,2,2,3,0,2,3,7,agree,THEM: i'll take books and balls if you want hats <eos> YOU: i need the hats and 1 book . <eos> THEM: deal ! <eos> YOU: <selection>,2177
2,2,3,0,2,3,2,1,3,2,2,1,8,agree,YOU: i'll take books and balls if you want hats <eos> THEM: i need the hats and 1 book . <eos> YOU: deal ! <eos> THEM: <selection>,2178
1,4,1,3,3,1,1,10,1,0,3,0,6,agree,"YOU: if i can have one of each you can have the other two balls <eos> THEM: i just need the book you can have the rest <eos> YOU: i need the book as well . are you willing to make a deal without it ? <eos> THEM: i am not willing to move off the book , the others mean nothing to me <eos> YOU: okay then if you can not make another deal you can have the book and i will take everything else . <eos> THEM: you can have the others i will just take the book <eos> YOU: <selection>",2179
1,10,1,0,3,0,1,4,1,3,3,1,10,agree,"THEM: if i can have one of each you can have the other two balls <eos> YOU: i just need the book you can have the rest <eos> THEM: i need the book as well . are you willing to make a deal without it ? <eos> YOU: i am not willing to move off the book , the others mean nothing to me <eos> THEM: okay then if you can not make another deal you can have the book and i will take everything else . <eos> YOU: you can have the others i will just take the book <eos> THEM: <selection>",2180
1,4,3,2,2,0,1,0,3,2,2,2,8,agree,THEM: can i have the hat and balls ? <eos> YOU: you can have the balls but i need a couple of hats <eos> THEM: okay ill take 2 balls and 1 hat <eos> YOU: agreed thanks <eos> THEM: <selection>,2181
1,0,3,2,2,2,1,4,3,2,2,0,6,agree,YOU: can i have the hat and balls ? <eos> THEM: you can have the balls but i need a couple of hats <eos> YOU: okay ill take 2 balls and 1 hat <eos> THEM: agreed thanks <eos> YOU: <selection>,2182
3,0,1,8,1,2,3,1,1,2,1,5,8,agree,YOU: i would like the hat and the ball . <eos> THEM: you can have hat and 2 books <eos> YOU: deal . <eos> THEM: <selection>,2183
3,1,1,2,1,5,3,0,1,8,1,2,6,agree,THEM: i would like the hat and the ball . <eos> YOU: you can have hat and 2 books <eos> THEM: deal . <eos> YOU: <selection>,2184
1,4,2,1,2,2,1,0,2,1,2,4,6,agree,"THEM: gimme the balls <eos> YOU: ok , if i can get the book and the hats . <eos> THEM: ok <eos> YOU: <selection>",2185
1,0,2,1,2,4,1,4,2,1,2,2,8,agree,"YOU: gimme the balls <eos> THEM: ok , if i can get the book and the hats . <eos> YOU: ok <eos> THEM: <selection>",2186
4,0,1,3,1,7,4,1,1,3,1,3,10,disagree,YOU: what would you like today ? <eos> THEM: everything <eos> YOU: yeah but my cousin in texas has a birthday party tomorrow and i really need the ball and hat . would you like the books ? <eos> THEM: well if she lives in texas then she would really need the books to educate herself <eos> YOU: he's pretty dumb . his only future is in sports . he's got a good tan though so could probably sacrifice the hat <eos> THEM: <selection>,2187
2,0,1,1,3,3,2,1,1,8,3,0,9,agree,THEM: if i can have the books and the hat you can have the balls <eos> YOU: deal <eos> THEM: thank you ! <eos> YOU: <selection>,2188
2,1,1,8,3,0,2,0,1,1,3,3,10,agree,YOU: if i can have the books and the hat you can have the balls <eos> THEM: deal <eos> YOU: thank you ! <eos> THEM: <selection>,2189
1,6,4,0,2,2,1,0,4,2,2,1,8,agree,"YOU: i need the book and the balls <eos> THEM: i would like the hats and 1 ball <eos> YOU: i can do that , deal <eos> THEM: deal . agreed . <eos> YOU: <selection>",2190
1,0,4,2,2,1,1,6,4,0,2,2,9,agree,"THEM: i need the book and the balls <eos> YOU: i would like the hats and 1 ball <eos> THEM: i can do that , deal <eos> YOU: deal . agreed . <eos> THEM: <selection>",2191
2,1,2,1,1,6,2,2,2,1,1,4,7,agree,"THEM: hello , may i have the ball , 1 book , and 1 hat ? <eos> YOU: i need the ball and book <eos> THEM: then can i have 2 hats and 1 book and you can have the ball and 1 book ? <eos> YOU: yes <eos> THEM: okay , it is a deal <eos> YOU: <selection>",2192
2,2,2,1,1,4,2,1,2,1,1,6,4,agree,"YOU: hello , may i have the ball , 1 book , and 1 hat ? <eos> THEM: i need the ball and book <eos> YOU: then can i have 2 hats and 1 book and you can have the ball and 1 book ? <eos> THEM: yes <eos> YOU: okay , it is a deal <eos> THEM: <selection>",2193
1,2,2,1,3,2,1,2,2,4,3,0,8,agree,"THEM: i would like the book and the hats , you may have the balls . <eos> YOU: how about i get the balls and the book <eos> THEM: deal . <eos> YOU: <selection>",2194
1,2,2,4,3,0,1,2,2,1,3,2,8,agree,"YOU: i would like the book and the hats , you may have the balls . <eos> THEM: how about i get the balls and the book <eos> YOU: deal . <eos> THEM: <selection>",2195
2,0,3,3,1,1,2,1,3,1,1,5,9,agree,"YOU: i'll take the 3 hats , you take the rest ? right down the middle ? <eos> THEM: that sounds good to me <eos> YOU: <selection>",2196
2,1,3,1,1,5,2,0,3,3,1,1,7,agree,"THEM: i'll take the 3 hats , you take the rest ? right down the middle ? <eos> YOU: that sounds good to me <eos> THEM: <selection>",2197
1,10,3,0,2,0,1,2,3,2,2,1,10,agree,"THEM: i'd like the book and 2 hats . <eos> YOU: i ned the book , you can have everything else <eos> THEM: ok <eos> YOU: <selection>",2198
1,2,3,2,2,1,1,10,3,0,2,0,8,agree,"YOU: i'd like the book and 2 hats . <eos> THEM: i ned the book , you can have everything else <eos> YOU: ok <eos> THEM: <selection>",2199
1,3,4,1,1,3,1,6,4,1,1,0,5,agree,"YOU: i have 2 spare hats . <eos> THEM: i'd like the book and two hats . would you like the ball ? <eos> YOU: that sounds good . <eos> THEM: ok , great . <eos> YOU: <selection>",2200
1,6,4,1,1,0,1,3,4,1,1,3,8,agree,"THEM: i have 2 spare hats . <eos> YOU: i'd like the book and two hats . would you like the ball ? <eos> THEM: that sounds good . <eos> YOU: ok , great . <eos> THEM: <selection>",2201
2,0,1,1,3,3,2,1,1,8,3,0,9,agree,THEM: you can have the balls if i can have the rest <eos> YOU: deal . <eos> THEM: okay deal <eos> YOU: <selection>,2202
2,1,1,8,3,0,2,0,1,1,3,3,10,agree,YOU: you can have the balls if i can have the rest <eos> THEM: deal . <eos> YOU: okay deal <eos> THEM: <selection>,2203
1,2,2,2,4,1,1,6,2,0,4,1,7,agree,"THEM: i would like the book and the balls . <eos> YOU: cant do that . id like the hats , book and 2 balls <eos> THEM: i really need the book . <eos> YOU: if you get the book i would need everything else <eos> THEM: can i have the book and one ball at least ? <eos> YOU: deal <eos> THEM: <selection>",2204
1,6,2,0,4,1,1,2,2,2,4,1,7,agree,"YOU: i would like the book and the balls . <eos> THEM: cant do that . id like the hats , book and 2 balls <eos> YOU: i really need the book . <eos> THEM: if you get the book i would need everything else <eos> YOU: can i have the book and one ball at least ? <eos> THEM: deal <eos> YOU: <selection>",2205
1,6,4,0,2,2,1,0,4,2,2,1,8,agree,THEM: if i can have the hats and the balls you can have the book <eos> YOU: i need at least 1 ball . you can keep the hats . <eos> THEM: you can have the book and one ball <eos> YOU: <selection>,2206
1,0,4,2,2,1,1,6,4,0,2,2,9,agree,YOU: if i can have the hats and the balls you can have the book <eos> THEM: i need at least 1 ball . you can keep the hats . <eos> YOU: you can have the book and one ball <eos> THEM: <selection>,2207
3,0,2,4,2,1,3,2,2,2,2,0,6,agree,"YOU: i'll take the hats , you can have the rest . <eos> THEM: would you give me one hat for both balls ? <eos> YOU: sure . <eos> THEM: deal . <eos> YOU: <selection>",2208
3,2,2,2,2,0,3,0,2,4,2,1,8,agree,"THEM: i'll take the hats , you can have the rest . <eos> YOU: would you give me one hat for both balls ? <eos> THEM: sure . <eos> YOU: deal . <eos> THEM: <selection>",2209
3,0,1,4,2,3,3,1,1,3,2,2,6,disagree,"YOU: i'd like the hat and the balls ; you can keep the books <eos> THEM: hat only thing worth points to me <eos> YOU: all 10 ? <eos> THEM: no , everything else worth 1 <eos> YOU: in that case ; since books are worth 0 to me . . . you might as well take them , t oo . <eos> THEM: <selection>",2210
3,1,1,3,2,2,3,0,1,4,2,3,7,disagree,"THEM: i'd like the hat and the balls ; you can keep the books <eos> YOU: hat only thing worth points to me <eos> THEM: all 10 ? <eos> YOU: no , everything else worth 1 <eos> THEM: in that case ; since books are worth 0 to me . . . you might as well take them , t oo . <eos> YOU: <selection>",2211
1,1,1,9,3,0,1,7,1,0,3,1,9,agree,"YOU: ill give you everything except the hat <eos> THEM: that's exactly what i want , but that's not really a negotiation . but that's exactly what i want ! <eos> YOU: deal <eos> THEM: <selection>",2212
1,7,1,0,3,1,1,1,1,9,3,0,10,agree,"THEM: ill give you everything except the hat <eos> YOU: that's exactly what i want , but that's not really a negotiation . but that's exactly what i want ! <eos> THEM: deal <eos> YOU: <selection>",2213
3,1,1,7,2,0,3,2,1,0,2,2,9,agree,YOU: i want the hat and two books . <eos> THEM: deal <eos> YOU: <selection>,2214
3,2,1,0,2,2,3,1,1,7,2,0,6,agree,THEM: i want the hat and two books . <eos> YOU: deal <eos> THEM: <selection>,2215
3,0,3,3,1,1,3,2,3,0,1,4,9,agree,"YOU: you take the books , i take the hats and ball <eos> THEM: i would love to but is there any way that i can take the ball too ? <eos> YOU: if that is the only way to make a deal <eos> THEM: it is . <eos> YOU: okay <eos> THEM: <selection>",2216
3,2,3,0,1,4,3,0,3,3,1,1,10,agree,"THEM: you take the books , i take the hats and ball <eos> YOU: i would love to but is there any way that i can take the ball too ? <eos> THEM: if that is the only way to make a deal <eos> YOU: it is . <eos> THEM: okay <eos> YOU: <selection>",2217
2,1,2,1,2,3,2,3,2,0,2,2,5,agree,THEM: i'll take the books and a basketball . you can have the hats and a basketball . <eos> YOU: deal . <eos> THEM: <selection>,2218
2,3,2,0,2,2,2,1,2,1,2,3,8,agree,YOU: i'll take the books and a basketball . you can have the hats and a basketball . <eos> THEM: deal . <eos> YOU: <selection>,2219
3,2,1,1,1,3,3,0,1,6,1,4,7,agree,YOU: i would like 2 books and 1 ball <eos> THEM: deal <eos> YOU: thanks <eos> THEM: <selection>,2220
3,0,1,6,1,4,3,2,1,1,1,3,6,agree,THEM: i would like 2 books and 1 ball <eos> YOU: deal <eos> THEM: thanks <eos> YOU: <selection>,2221
2,3,2,2,2,0,2,4,2,0,2,1,7,agree,THEM: ill take the books and the balls you can have the hats . <eos> YOU: i'll take the hats and 1 book . you can have the balls <eos> THEM: cant give the books up i would give you the hats and a ball . <eos> YOU: that doesn't work for me . i am willing to split the books but i can' ; t give them both up <eos> THEM: ok you get 1 book and the hats i get 1 book and the balls . <eos> YOU: deal <eos> THEM: <selection>,2222
2,4,2,0,2,1,2,3,2,2,2,0,6,agree,YOU: ill take the books and the balls you can have the hats . <eos> THEM: i'll take the hats and 1 book . you can have the balls <eos> YOU: cant give the books up i would give you the hats and a ball . <eos> THEM: that doesn't work for me . i am willing to split the books but i can' ; t give them both up <eos> YOU: ok you get 1 book and the hats i get 1 book and the balls . <eos> THEM: deal <eos> YOU: <selection>,2223
2,2,4,1,1,2,2,0,4,0,1,10,8,agree,THEM: i'd like the ball <eos> YOU: and i get the rest <eos> THEM: deal <eos> YOU: <selection>,2224
2,0,4,0,1,10,2,2,4,1,1,2,10,agree,YOU: i'd like the ball <eos> THEM: and i get the rest <eos> YOU: deal <eos> THEM: <selection>,2225
1,1,3,1,1,6,1,4,3,0,1,6,NA,agree,"YOU: i need the ball and 1 hat please . <eos> THEM: sorry i really need the ball and book . you can have the hat <eos> YOU: i really need the ball . you can have the book and the hats if i can have the ball . <eos> THEM: sorry i cant make a deal without the ball . <eos> YOU: i can't make a deal without the ball either . i guess we have no deal . <eos> THEM: ok , i understand <eos> YOU: no deal . <eos> THEM: i agree <eos> YOU: that button should come up soon . no deal . <eos> THEM: yeah just waiting on it <eos> YOU: <selection>",2226
1,4,3,0,1,6,1,1,3,1,1,6,NA,agree,"THEM: i need the ball and 1 hat please . <eos> YOU: sorry i really need the ball and book . you can have the hat <eos> THEM: i really need the ball . you can have the book and the hats if i can have the ball . <eos> YOU: sorry i cant make a deal without the ball . <eos> THEM: i can't make a deal without the ball either . i guess we have no deal . <eos> YOU: ok , i understand <eos> THEM: no deal . <eos> YOU: i agree <eos> THEM: that button should come up soon . no deal . <eos> YOU: yeah just waiting on it <eos> THEM: <selection>",2227
2,2,3,0,2,3,2,1,3,2,2,1,8,agree,"YOU: you can have the hats . can i have the balls and at least 1 book ? <eos> THEM: sure , you can have two balls and a book . <eos> YOU: ok <eos> THEM: <selection>",2228
2,1,3,2,2,1,2,2,3,0,2,3,7,agree,"THEM: you can have the hats . can i have the balls and at least 1 book ? <eos> YOU: sure , you can have two balls and a book . <eos> THEM: ok <eos> YOU: <selection>",2229
1,3,1,1,3,2,1,0,1,7,3,1,7,agree,"THEM: hey , i want the balls and hat <eos> YOU: i want the book and balls : ) <eos> THEM: i keep the hat and one ball ? <eos> YOU: ok <eos> THEM: <selection>",2230
1,0,1,7,3,1,1,3,1,1,3,2,8,agree,"YOU: hey , i want the balls and hat <eos> THEM: i want the book and balls : ) <eos> YOU: i keep the hat and one ball ? <eos> THEM: ok <eos> YOU: <selection>",2231
1,3,1,1,3,2,1,6,1,4,3,0,7,agree,"THEM: i want the book and hat <eos> YOU: you can have the book , but i need the hat and the balls <eos> THEM: how about i keep a ball <eos> YOU: i can't do that , if you take the book i have to have the rest <eos> THEM: ok deal then , i take the book <eos> YOU: okay <eos> THEM: <selection>",2232
