id,group,reward,agreement,item1,item2,item3
3942,1971,4,agree,0,1,2
3943,1972,8,agree,2,0,0
3944,1972,10,agree,1,2,0
3945,1973,6,agree,0,0,2
3946,1973,10,agree,0,1,0
3947,1974,6,agree,4,0,1
3948,1974,7,disagree,0,2,1
3949,1975,7,agree,0,1,2
3950,1975,9,agree,1,0,2
3951,1976,10,agree,2,2,0
3952,1976,6,agree,0,0,1
3953,1977,9,agree,2,1,0
3954,1977,7,agree,1,0,3
3955,1978,8,agree,0,2,0
3956,1978,8,agree,1,0,2
3957,1979,6,agree,0,0,2
3958,1979,8,agree,1,2,0
3959,1980,7,agree,1,2,0
3960,1980,5,agree,0,2,1
3961,1981,8,agree,2,0,0
3962,1981,10,agree,0,3,2
3963,1982,9,agree,1,1,0
3964,1982,7,agree,0,1,4
3965,1983,6,agree,3,0,1
3966,1983,10,agree,0,2,0
3967,1984,10,disagree,1,3,1
3968,1984,9,agree,0,0,3
3969,1985,7,agree,2,1,0
3970,1985,9,agree,0,3,3
3971,1986,10,agree,1,0,0
3972,1986,5,agree,2,1,0
3973,1987,6,agree,0,1,1
3974,1987,5,agree,2,0,1
3975,1988,8,agree,0,2,1
3976,1988,10,agree,1,4,0
3977,1989,8,agree,0,0,2
3978,1989,10,agree,1,0,1
3979,1990,6,agree,0,3,0
3980,1990,1,agree,4,1,0
3981,1991,6,agree,0,0,1
3982,1991,7,agree,2,0,1
3983,1992,8,agree,0,1,3
3984,1992,5,agree,0,4,1
3985,1993,6,agree,1,0,0
3986,1993,7,disagree,1,1,0
3987,1994,7,agree,2,1,0
3988,1994,8,agree,0,1,1
3989,1995,no,agreement,agreement,NA,NA
3990,1995,no,agreement,agreement,NA,NA
3991,1996,8,agree,0,0,1
3992,1996,8,agree,2,2,0
3993,1997,2,agree,0,2,2
3994,1997,6,agree,1,1,0
3995,1998,10,agree,1,0,3
3996,1998,5,agree,0,1,0
3997,1999,10,disagree,1,4,1
3998,1999,10,agree,0,1,2
3999,2000,8,agree,4,0,0
4000,2000,8,disagree,1,1,1
4001,2001,5,disagree,1,1,1
4002,2001,9,agree,1,1,0
4003,2002,7,agree,0,2,1
4004,2002,6,agree,1,0,1
4005,2003,8,agree,2,2,0
4006,2003,5,agree,0,2,3
4007,2004,5,agree,1,0,0
4008,2004,9,agree,1,0,0
4009,2005,7,agree,0,1,3
4010,2005,10,agree,0,1,1
4011,2006,8,agree,4,0,0
4012,2006,8,agree,2,0,1
4013,2007,10,agree,0,2,0
4014,2007,no,agreement,agreement,NA,NA
4015,2008,no,agreement,agreement,NA,NA
4016,2008,7,agree,2,0,3
4017,2009,10,agree,0,1,0
4018,2009,10,agree,1,0,0
4019,2010,8,agree,0,1,3
4020,2010,8,disagree,1,1,1
4021,2011,5,disagree,1,0,0
4022,2011,8,agree,4,0,0
4023,2012,10,agree,0,1,2
4024,2012,9,agree,3,0,0
4025,2013,7,agree,0,1,1
4026,2013,no,agreement,agreement,NA,NA
4027,2014,8,disagree,1,2,1
4028,2014,7,agree,1,1,1
4029,2015,6,agree,0,3,1
4030,2015,8,agree,1,0,1
4031,2016,8,agree,1,3,0
4032,2016,6,agree,3,0,0
4033,2017,10,agree,0,2,1
4034,2017,4,agree,0,2,2
4035,2018,6,agree,2,0,0
4036,2018,6,agree,0,1,1
4037,2019,7,agree,2,1,0
4038,2019,10,agree,1,0,2
4039,2020,4,agree,0,2,0
4040,2020,8,agree,0,1,2
4041,2021,6,agree,1,1,0
4042,2021,no,agreement,agreement,NA,NA
4043,2022,no,agreement,agreement,NA,NA
4044,2022,no,agreement,agreement,NA,NA
4045,2023,no,agreement,agreement,NA,NA
4046,2023,6,agree,2,1,0
4047,2024,6,agree,0,1,1
4048,2024,6,agree,2,0,0
4049,2025,8,agree,0,4,1
4050,2025,7,agree,3,1,0
4051,2026,6,agree,0,0,1
4052,2026,7,disagree,1,1,1
4053,2027,6,disagree,1,0,0
4054,2027,8,agree,3,0,1
4055,2028,4,agree,0,2,0
4056,2028,10,disagree,1,0,1
4057,2029,no,agreement,agreement,NA,NA
4058,2029,no,agreement,agreement,NA,NA
4059,2030,no,agreement,agreement,NA,NA
4060,2030,no,agreement,agreement,NA,NA
4061,2031,no,agreement,agreement,NA,NA
4062,2031,8,agree,4,0,1
4063,2032,10,agree,0,1,0
4064,2032,10,agree,0,1,2
4065,2033,6,agree,3,0,0
4066,2033,8,agree,0,0,4
4067,2034,10,agree,1,2,0
4068,2034,10,disagree,3,1,3
4069,2035,10,disagree,0,0,1
4070,2035,10,disagree,2,4,1
4071,2036,8,agree,2,0,2
4072,2036,6,agree,0,1,0
4073,2037,8,agree,0,1,1
4074,2037,6,agree,3,1,0
4075,2038,10,disagree,1,1,4
4076,2038,no,agreement,agreement,NA,NA
4077,2039,no,agreement,agreement,NA,NA
4078,2039,9,agree,0,1,1
4079,2040,7,agree,4,1,0
4080,2040,9,agree,4,1,0
4081,2041,8,agree,0,0,1
4082,2041,no,agreement,agreement,NA,NA
4083,2042,no,agreement,agreement,NA,NA
4084,2042,10,agree,0,1,1
4085,2043,7,agree,2,0,1
4086,2043,6,agree,4,0,1
4087,2044,10,agree,0,1,0
4088,2044,5,agree,3,0,1
4089,2045,8,agree,0,1,0
4090,2045,5,agree,0,0,1
4091,2046,9,agree,3,1,0
4092,2046,8,agree,0,0,4
4093,2047,10,agree,1,2,0
4094,2047,7,agree,3,2,0
4095,2048,10,agree,0,0,1
4096,2048,8,agree,1,3,0
4097,2049,7,agree,1,0,2
4098,2049,8,agree,1,2,0
4099,2050,6,agree,0,0,2
4100,2050,10,agree,1,0,0
4101,2051,8,agree,0,4,1
4102,2051,10,agree,1,3,0
4103,2052,9,agree,0,0,3
4104,2052,6,agree,0,3,0
4105,2053,7,agree,2,0,1
4106,2053,disconnect,agree,,NA,NA
4107,2054,disconnect,agree,,NA,NA
4108,2054,10,agree,0,2,0
4109,2055,6,agree,4,0,1
4110,2055,9,agree,0,1,2
4111,2056,8,agree,1,0,2
4112,2056,no,agreement,agreement,NA,NA
4113,2057,no,agreement,agreement,NA,NA
4114,2057,10,disagree,1,4,1
4115,2058,6,agree,2,1,0
4116,2058,7,agree,2,0,1
4117,2059,no,agreement,agreement,NA,NA
4118,2059,no,agreement,agreement,NA,NA
4119,2060,6,agree,3,2,0
4120,2060,8,agree,0,1,1
4121,2061,8,agree,1,0,2
4122,2061,7,agree,0,2,1
4123,2062,10,agree,1,1,0
4124,2062,8,agree,0,2,3
4125,2063,8,agree,2,0,1
4126,2063,6,agree,0,3,1
4127,2064,8,agree,2,0,0
4128,2064,10,agree,0,3,1
4129,2065,8,agree,1,1,0
4130,2065,8,agree,1,0,3
4131,2066,6,agree,0,2,0
4132,2066,8,agree,1,0,2
4133,2067,7,agree,1,0,1
4134,2067,8,agree,0,2,3
4135,2068,no,agreement,agreement,NA,NA
4136,2068,no,agreement,agreement,NA,NA
4137,2069,10,agree,1,0,1
4138,2069,9,agree,0,3,0
4139,2070,8,agree,2,1,0
4140,2070,8,agree,0,0,2
4141,2071,7,agree,2,1,0
4142,2071,6,agree,1,0,1
4143,2072,8,agree,0,0,1
4144,2072,9,agree,3,2,0
4145,2073,8,agree,1,2,0
4146,2073,6,agree,1,0,1
4147,2074,no,agreement,agreement,NA,NA
4148,2074,no,agreement,agreement,NA,NA
4149,2075,6,agree,2,0,2
4150,2075,8,agree,1,1,0
4151,2076,8,agree,3,2,0
4152,2076,10,agree,0,0,1
4153,2077,6,agree,0,3,0
4154,2077,10,agree,1,0,1
4155,2078,10,agree,1,1,0
4156,2078,8,agree,0,0,4
4157,2079,8,agree,1,0,2
4158,2079,5,agree,1,2,0
4159,2080,7,disagree,3,2,0
4160,2080,9,disagree,0,1,1
4161,2081,4,agree,0,1,3
4162,2081,7,agree,1,0,1
4163,2082,6,agree,3,0,0
4164,2082,10,agree,0,2,2
4165,2083,4,agree,1,4,0
4166,2083,8,agree,0,0,1
4167,2084,10,agree,2,0,0
4168,2084,8,agree,0,2,3
4169,2085,6,agree,0,2,0
4170,2085,6,agree,3,0,1
4171,2086,8,agree,0,4,0
4172,2086,10,agree,1,0,1
4173,2087,4,agree,4,0,0
4174,2087,10,agree,0,1,2
4175,2088,10,agree,2,2,0
4176,2088,6,agree,0,0,1
4177,2089,8,agree,0,4,0
4178,2089,10,agree,1,0,2
4179,2090,7,agree,0,0,1
4180,2090,9,agree,3,3,0
4181,2091,7,agree,0,1,1
4182,2091,7,agree,1,0,3
4183,2092,8,agree,0,0,4
4184,2092,10,agree,1,2,0
4185,2093,8,agree,0,1,1
4186,2093,8,agree,3,1,0
4187,2094,no,agreement,agreement,NA,NA
4188,2094,no,agreement,agreement,NA,NA
4189,2095,4,agree,0,0,1
4190,2095,6,agree,1,4,0
4191,2096,8,agree,0,2,1
4192,2096,6,agree,3,1,0
4193,2097,7,agree,0,1,2
4194,2097,10,agree,1,0,1
4195,2098,6,agree,1,0,3
4196,2098,6,agree,0,2,0
4197,2099,6,agree,1,1,0
4198,2099,9,agree,0,1,2
4199,2100,8,agree,0,0,2
4200,2100,8,agree,1,2,0
4201,2101,10,agree,1,0,2
4202,2101,6,agree,0,2,0
4203,2102,8,disagree,1,4,0
4204,2102,9,disagree,0,3,2
4205,2103,10,agree,3,1,0
4206,2103,6,agree,0,0,2
4207,2104,9,agree,1,0,2
4208,2104,6,agree,0,2,1
4209,2105,10,agree,1,0,1
4210,2105,6,agree,0,3,0
4211,2106,8,agree,3,0,1
4212,2106,8,agree,0,2,1
4213,2107,no,agreement,agreement,NA,NA
4214,2107,no,agreement,agreement,NA,NA
4215,2108,9,agree,3,0,2
4216,2108,10,agree,0,1,0
4217,2109,8,agree,1,0,0
4218,2109,6,agree,0,1,3
4219,2110,6,agree,2,0,1
4220,2110,8,agree,2,1,0
4221,2111,5,agree,1,0,2
4222,2111,9,agree,1,1,0
4223,2112,6,agree,1,3,0
4224,2112,8,agree,1,0,2
4225,2113,7,agree,0,1,1
4226,2113,5,agree,2,0,1
4227,2114,10,agree,2,0,1
4228,2114,6,agree,0,3,0
4229,2115,no,agreement,agreement,NA,NA
4230,2115,no,agreement,agreement,NA,NA
4231,2116,10,disagree,3,1,2
4232,2116,5,agree,0,1,1
4233,2117,6,agree,1,2,0
4234,2117,5,agree,1,0,1
4235,2118,7,agree,0,1,2
4236,2118,8,agree,0,3,1
4237,2119,9,agree,1,0,1
4238,2119,6,agree,1,1,1
4239,2120,6,agree,0,0,2
4240,2120,5,agree,0,1,1
4241,2121,5,agree,1,0,3
4242,2121,8,agree,1,2,0
4243,2122,8,agree,0,0,2
4244,2122,7,agree,0,1,1
4245,2123,9,agree,1,3,0
4246,2123,10,disagree,3,1,1
4247,2124,6,agree,3,0,1
4248,2124,10,agree,0,2,0
4249,2125,10,agree,2,0,0
4250,2125,8,agree,0,2,1
4251,2126,9,agree,0,0,1
4252,2126,6,agree,3,1,0
4253,2127,6,agree,0,1,2
4254,2127,8,agree,1,0,2
4255,2128,9,agree,1,0,0
4256,2128,9,agree,0,3,1
4257,2129,no,agreement,agreement,NA,NA
4258,2129,no,agreement,agreement,NA,NA
4259,2130,10,agree,2,0,0
4260,2130,6,agree,0,2,1
4261,2131,6,agree,0,3,1
4262,2131,9,agree,1,0,0
4263,2132,6,agree,0,1,1
4264,2132,8,agree,4,0,0
4265,2133,no,agreement,agreement,NA,NA
4266,2133,no,agreement,agreement,NA,NA
4267,2134,7,agree,3,1,0
4268,2134,10,agree,0,1,2
4269,2135,7,agree,0,2,1
4270,2135,7,agree,3,1,0
4271,2136,5,agree,1,0,0
4272,2136,7,agree,1,2,1
4273,2137,8,agree,1,0,3
4274,2137,10,agree,0,1,0
4275,2138,10,agree,0,1,1
4276,2138,5,agree,1,3,0
4277,2139,8,agree,4,0,0
4278,2139,10,agree,0,1,1
4279,2140,6,agree,1,1,0
4280,2140,7,agree,2,0,1
4281,2141,no,agreement,agreement,NA,NA
4282,2141,no,agreement,agreement,NA,NA
4283,2142,5,agree,2,0,1
4284,2142,8,agree,1,1,0
4285,2143,7,agree,1,2,0
4286,2143,8,agree,0,2,1
4287,2144,6,agree,3,0,0
4288,2144,10,agree,0,1,2
4289,2145,6,agree,1,0,4
4290,2145,8,agree,0,1,0
4291,2146,8,agree,0,2,1
4292,2146,6,agree,2,0,0
4293,2147,10,disagree,2,2,1
4294,2147,7,agree,1,3,0
4295,2148,10,agree,1,0,2
4296,2148,8,agree,0,1,0
4297,2149,8,agree,1,0,4
4298,2149,no,agreement,agreement,NA,NA
4299,2150,no,agreement,agreement,NA,NA
4300,2150,no,agreement,agreement,NA,NA
4301,2151,no,agreement,agreement,NA,NA
4302,2151,no,agreement,agreement,NA,NA
4303,2152,no,agreement,agreement,NA,NA
4304,2152,6,agree,0,2,0
4305,2153,6,agree,1,0,2
4306,2153,3,agree,0,2,1
4307,2154,6,agree,1,0,1
4308,2154,no,agreement,agreement,NA,NA
4309,2155,no,agreement,agreement,NA,NA
4310,2155,9,agree,0,2,1
4311,2156,7,agree,2,1,0
4312,2156,6,agree,3,0,1
4313,2157,6,agree,0,1,1
4314,2157,7,agree,1,0,3
4315,2158,8,agree,2,1,0
4316,2158,8,agree,2,0,1
4317,2159,10,agree,0,2,0
4318,2159,no,agreement,agreement,NA,NA
4319,2160,no,agreement,agreement,NA,NA
4320,2160,9,agree,1,1,1
4321,2161,5,agree,0,1,1
4322,2161,10,agree,0,2,0
4323,2162,8,agree,3,0,1
4324,2162,10,agree,0,1,0
4325,2163,8,agree,1,0,3
4326,2163,8,agree,1,0,2
4327,2164,8,agree,1,1,0
4328,2164,10,agree,0,0,1
4329,2165,5,agree,1,3,0
4330,2165,8,disagree,0,2,0
4331,2166,5,disagree,1,0,3
4332,2166,9,agree,3,0,3
4333,2167,10,agree,0,1,0
4334,2167,8,agree,0,4,0
4335,2168,10,agree,1,0,1
4336,2168,5,agree,0,1,1
4337,2169,8,agree,2,1,0
4338,2169,10,agree,0,2,1
4339,2170,6,agree,3,0,0
4340,2170,no,agreement,agreement,NA,NA
4341,2171,no,agreement,agreement,NA,NA
4342,2171,8,disagree,1,4,1
4343,2172,6,disagree,1,1,1
4344,2172,9,agree,3,0,0
4345,2173,10,agree,0,2,1
4346,2173,5,disagree,1,2,0
4347,2174,8,disagree,0,0,2
4348,2174,8,agree,0,0,2
4349,2175,10,agree,1,2,0
4350,2175,no,agreement,agreement,NA,NA
4351,2176,no,agreement,agreement,NA,NA
4352,2176,8,agree,1,2,0
4353,2177,7,agree,2,0,1
4354,2177,no,agreement,agreement,NA,NA
4355,2178,no,agreement,agreement,NA,NA
4356,2178,7,disagree,1,1,0
4357,2179,6,disagree,2,0,0
4358,2179,6,agree,0,2,0
4359,2180,10,agree,1,0,4
4360,2180,8,agree,2,2,0
4361,2181,6,agree,0,1,1
4362,2181,9,agree,1,0,0
4363,2182,9,agree,0,3,1
4364,2182,10,disagree,0,1,2
4365,2183,4,disagree,0,1,0
4366,2183,7,agree,0,1,2
4367,2184,6,agree,1,0,1
4368,2184,no,agreement,agreement,NA,NA
4369,2185,6,disagree,2,2,0
4370,2185,8,agree,2,1,0
4371,2186,7,agree,1,0,1
4372,2186,7,agree,1,2,0
4373,2187,7,agree,0,2,1
4374,2187,6,disagree,0,2,0
4375,2188,8,disagree,2,0,2
4376,2188,4,agree,0,3,1
4377,2189,7,agree,1,0,0
4378,2189,6,disagree,2,1,1
4379,2190,8,disagree,0,2,1
4380,2190,10,agree,0,2,0
4381,2191,8,agree,3,0,1
4382,2191,9,agree,1,2,0
4383,2192,6,agree,1,0,2
4384,2192,10,disagree,4,1,2
4385,2193,no,agreement,agreement,NA,NA
4386,2193,no,agreement,agreement,NA,NA
4387,2194,6,disagree,1,0,1
4388,2194,no,agreement,agreement,NA,NA
4389,2195,no,agreement,agreement,NA,NA
4390,2195,7,agree,1,0,2
4391,2196,8,agree,0,2,1
4392,2196,10,disagree,1,4,1
4393,2197,no,agreement,agreement,NA,NA
4394,2197,no,agreement,agreement,NA,NA
4395,2198,9,agree,3,0,0
4396,2198,10,agree,0,1,1
4397,2199,6,agree,3,0,1
4398,2199,6,agree,0,1,0
4399,2200,4,agree,1,0,1
4400,2200,8,agree,2,2,0
4401,2201,10,agree,0,1,1
4402,2201,8,agree,4,0,0
4403,2202,10,agree,0,0,2
4404,2202,8,agree,2,1,0
4405,2203,7,agree,0,2,1
4406,2203,10,agree,1,1,0
4407,2204,7,agree,3,0,2
4408,2204,8,agree,0,1,0
4409,2205,10,agree,0,0,1
4410,2205,8,agree,2,4,0
4411,2206,no,agreement,agreement,NA,NA
4412,2206,8,disagree,0,1,2
4413,2207,8,agree,1,0,0
4414,2207,10,agree,0,2,2
4415,2208,7,agree,2,0,1
4416,2208,6,agree,0,1,1
4417,2209,10,disagree,2,1,2
4418,2209,5,agree,2,0,3
4419,2210,10,agree,0,1,0
4420,2210,7,agree,1,1,0
4421,2211,8,agree,1,0,3
4422,2211,8,agree,2,0,1
4423,2212,4,agree,0,2,0
4424,2212,6,agree,1,0,1
4425,2213,7,agree,2,3,0
4426,2213,6,agree,1,0,1
4427,2214,9,agree,2,1,0
4428,2214,8,agree,1,0,1
4429,2215,6,agree,0,3,1
4430,2215,9,agree,0,1,1
4431,2216,9,agree,2,1,0
4432,2216,8,disagree,2,1,0
4433,2217,10,disagree,3,1,0
4434,2217,7,disagree,0,1,1
4435,2218,no,agreement,agreement,NA,NA
4436,2218,no,agreement,agreement,NA,NA
4437,2219,5,agree,1,1,0
4438,2219,8,agree,2,1,1
4439,2220,6,agree,0,3,1
4440,2220,10,agree,2,0,0
4441,2221,6,agree,2,0,0
4442,2221,10,agree,0,2,3
4443,2222,6,agree,1,2,0
4444,2222,8,agree,0,0,4
4445,2223,8,agree,0,0,4
4446,2223,6,agree,1,1,0
4447,2224,8,agree,0,0,2
4448,2224,6,agree,1,4,0
4449,2225,8,agree,2,0,0
4450,2225,10,agree,0,1,2
4451,2226,9,agree,0,0,3
4452,2226,7,agree,1,1,0
4453,2227,8,agree,3,1,0
4454,2227,8,agree,0,0,1
4455,2228,8,disagree,0,1,2
4456,2228,8,disagree,2,0,0
4457,2229,6,disagree,0,2,0
4458,2229,6,disagree,0,2,0
4459,2230,9,agree,0,1,3
4460,2230,7,agree,1,0,0
4461,2231,7,agree,0,3,2
4462,2231,6,agree,1,0,1
4463,2232,10,disagree,1,0,1
4464,2232,no,agreement,agreement,NA,NA
4465,2233,no,agreement,agreement,NA,NA
4466,2233,8,agree,0,0,2
4467,2234,6,agree,1,4,0
4468,2234,6,agree,2,0,0
4469,2235,8,agree,0,1,2
4470,2235,10,agree,0,0,1
4471,2236,6,agree,1,4,0
4472,2236,no,agreement,agreement,NA,NA
4473,2237,no,agreement,agreement,NA,NA
4474,2237,7,agree,0,2,1
4475,2238,5,agree,1,0,1
4476,2238,9,agree,3,0,0
4477,2239,7,agree,0,1,3
4478,2239,10,disagree,1,3,1
4479,2240,8,agree,0,2,2
4480,2240,6,agree,1,0,0
4481,2241,7,agree,1,2,0
4482,2241,7,agree,0,2,1
4483,2242,7,agree,2,0,1
4484,2242,6,agree,1,1,0
4485,2243,10,agree,0,2,0
4486,2243,6,agree,3,0,1
4487,2244,10,disagree,0,1,0
4488,2244,no,agreement,agreement,NA,NA
4489,2245,no,agreement,agreement,NA,NA
4490,2245,10,disagree,0,0,1
4491,2246,8,agree,1,0,2
4492,2246,8,agree,1,1,0
4493,2247,8,agree,1,0,0
4494,2247,6,agree,0,2,2
4495,2248,7,agree,1,0,2
4496,2248,6,agree,0,3,0
4497,2249,8,agree,0,3,2
4498,2249,10,agree,2,0,0
4499,2250,10,disagree,1,0,0
4500,2250,6,disagree,0,3,1
4501,2251,8,agree,0,0,2
4502,2251,6,agree,1,4,0
4503,2252,5,agree,1,0,4
4504,2252,6,agree,0,1,0
4505,2253,10,agree,2,1,0
4506,2253,9,agree,0,0,3
4507,2254,no,agreement,agreement,NA,NA
4508,2254,10,disagree,2,3,1
4509,2255,8,agree,1,0,0
4510,2255,6,agree,0,1,4
4511,2256,10,agree,1,2,0
4512,2256,5,agree,3,0,1
4513,2257,no,agreement,agreement,NA,NA
4514,2257,no,agreement,agreement,NA,NA
4515,2258,7,agree,1,0,0
4516,2258,7,agree,0,3,1
4517,2259,6,agree,0,0,3
4518,2259,7,agree,2,1,0
4519,2260,4,disagree,2,1,0
4520,2260,6,disagree,2,1,2
4521,2261,6,disagree,0,2,0
4522,2261,8,agree,0,4,0
4523,2262,10,agree,1,0,1
4524,2262,9,agree,3,0,0
4525,2263,10,agree,0,2,1
4526,2263,6,agree,2,0,4
4527,2264,10,agree,0,1,0
4528,2264,6,agree,0,0,3
4529,2265,10,agree,1,2,0
4530,2265,5,agree,1,0,1
4531,2266,7,agree,3,1,0
4532,2266,7,agree,0,2,3
4533,2267,10,agree,1,1,0
4534,2267,10,agree,0,0,1
4535,2268,9,agree,3,1,0
4536,2268,8,agree,3,2,0
4537,2269,8,agree,0,0,2
4538,2269,8,agree,1,2,0
4539,2270,7,agree,0,1,1
4540,2270,7,agree,0,0,1
4541,2271,5,agree,3,1,0
4542,2271,6,agree,1,1,0
4543,2272,7,agree,0,1,2
4544,2272,6,agree,0,0,1
4545,2273,9,agree,2,3,0
4546,2273,10,agree,0,1,3
4547,2274,6,agree,1,0,0
4548,2274,5,agree,1,0,0
4549,2275,8,agree,0,3,2
4550,2275,10,disagree,0,1,0
4551,2276,7,disagree,2,0,3
4552,2276,9,agree,0,1,0
4553,2277,8,agree,3,0,1
4554,2277,9,agree,0,0,3
4555,2278,4,agree,1,1,0
4556,2278,8,agree,2,1,0
4557,2279,6,agree,0,0,2
4558,2279,9,agree,0,3,0
4559,2280,7,agree,1,0,2
4560,2280,9,agree,1,1,0
4561,2281,9,agree,0,1,4
4562,2281,5,agree,1,1,0
4563,2282,5,agree,0,2,1
4564,2282,10,disagree,1,0,1
4565,2283,10,agree,0,4,1
4566,2283,6,agree,2,0,0
4567,2284,7,agree,4,0,1
4568,2284,6,agree,0,1,1
4569,2285,6,agree,1,0,2
4570,2285,7,agree,0,3,1
4571,2286,10,disagree,1,1,3
4572,2286,4,agree,0,2,1
4573,2287,7,agree,1,1,0
4574,2287,6,agree,2,1,0
4575,2288,5,agree,2,0,1
4576,2288,no,agreement,agreement,NA,NA
4577,2289,no,agreement,agreement,NA,NA
4578,2289,no,agreement,agreement,NA,NA
4579,2290,no,agreement,agreement,NA,NA
4580,2290,6,agree,3,0,0
4581,2291,10,agree,0,1,1
4582,2291,8,agree,4,0,1
4583,2292,6,agree,0,1,0
4584,2292,6,disagree,0,3,3
4585,2293,7,agree,1,0,0
4586,2293,10,agree,0,4,1
4587,2294,8,agree,1,0,0
4588,2294,7,agree,0,3,1
4589,2295,10,disagree,1,0,2
4590,2295,8,agree,0,4,0
4591,2296,10,agree,1,0,1
4592,2296,no,agreement,agreement,NA,NA
4593,2297,9,disagree,3,2,1
4594,2297,4,disagree,2,0,1
4595,2298,4,disagree,0,0,1
4596,2298,6,agree,1,0,2
4597,2299,8,agree,0,2,1
4598,2299,5,disagree,0,0,1
4599,2300,6,agree,2,2,0
4600,2300,10,agree,0,1,2
4601,2301,7,agree,0,1,4
4602,2301,10,agree,1,0,0
4603,2302,8,agree,0,2,3
4604,2302,10,agree,2,0,0
4605,2303,9,agree,1,2,0
4606,2303,8,agree,1,0,3
4607,2304,no,agreement,agreement,NA,NA
4608,2304,no,agreement,agreement,NA,NA
4609,2305,7,agree,0,3,1
4610,2305,9,agree,1,1,0
4611,2306,6,agree,0,2,0
4612,2306,6,agree,1,1,1
4613,2307,9,agree,4,0,1
4614,2307,6,agree,0,1,0
4615,2308,8,agree,0,1,1
4616,2308,7,agree,2,0,1
4617,2309,3,disagree,0,1,4
4618,2309,10,disagree,1,0,4
4619,2310,3,disagree,1,0,4
4620,2310,10,disagree,0,1,4
4621,2311,6,agree,0,1,3
4622,2311,5,agree,1,1,0
4623,2312,6,agree,0,0,3
4624,2312,7,agree,1,1,0
4625,2313,10,agree,2,0,0
4626,2313,8,agree,0,2,2
4627,2314,8,agree,2,0,0
4628,2314,8,agree,0,2,1
4629,2315,6,agree,0,1,4
4630,2315,10,agree,2,0,0
4631,2316,no,agreement,agreement,NA,NA
4632,2316,7,disagree,0,4,1
4633,2317,6,agree,1,1,0
4634,2317,8,agree,3,0,1
4635,2318,6,agree,1,0,2
4636,2318,7,agree,2,1,0
4637,2319,8,agree,2,0,0
4638,2319,6,agree,0,3,2
4639,2320,10,disagree,2,1,2
4640,2320,10,agree,1,0,0
4641,2321,9,agree,0,1,3
4642,2321,10,agree,0,1,1
4643,2322,8,agree,4,0,0
4644,2322,6,agree,1,2,1
4645,2323,4,agree,1,1,0
4646,2323,8,agree,2,0,0
4647,2324,6,agree,0,2,1
4648,2324,4,agree,1,1,0
4649,2325,8,agree,2,0,1
4650,2325,9,agree,1,2,0
4651,2326,8,agree,1,0,1
4652,2326,6,disagree,0,0,2
4653,2327,5,disagree,3,0,2
4654,2327,10,agree,1,0,0
4655,2328,9,agree,0,3,2
4656,2328,no,agreement,agreement,NA,NA
4657,2329,5,disagree,0,3,2
4658,2329,8,agree,2,2,0
4659,2330,10,agree,0,0,2
4660,2330,10,agree,0,1,2
4661,2331,9,agree,3,0,0
4662,2331,6,agree,2,1,0
4663,2332,4,agree,1,0,2
4664,2332,disconnect,agree,,NA,NA
4665,2333,disconnect,agree,,NA,NA
4666,2333,8,agree,0,1,3
4667,2334,8,agree,1,0,0
4668,2334,6,disagree,0,1,0
4669,2335,1,disagree,1,0,1
4670,2335,no,agreement,agreement,NA,NA
4671,2336,no,agreement,agreement,NA,NA
4672,2336,6,agree,2,0,2
4673,2337,6,agree,1,1,0
4674,2337,7,agree,1,0,0
4675,2338,4,agree,0,3,1
4676,2338,9,agree,2,0,1
4677,2339,9,agree,0,2,1
4678,2339,3,agree,0,3,0
4679,2340,10,agree,1,0,1
4680,2340,8,agree,1,0,3
4681,2341,10,agree,0,2,0
4682,2341,10,agree,1,1,1
4683,2342,4,agree,1,0,1
4684,2342,disconnect,agree,,NA,NA
4685,2343,disconnect,agree,,NA,NA
4686,2343,6,agree,1,1,1
4687,2344,5,agree,1,0,2
4688,2344,10,agree,3,1,0
4689,2345,9,agree,0,0,3
4690,2345,10,agree,0,2,1
4691,2346,6,agree,2,0,0
4692,2346,10,agree,1,0,2
4693,2347,4,agree,0,2,0
4694,2347,no,agreement,agreement,NA,NA
4695,2348,no,agreement,agreement,NA,NA
4696,2348,9,agree,0,0,3
4697,2349,10,agree,1,1,0
4698,2349,no,agreement,agreement,NA,NA
4699,2350,no,agreement,agreement,NA,NA
4700,2350,10,agree,1,0,1
4701,2351,9,agree,0,3,0
4702,2351,no,agreement,agreement,NA,NA
4703,2352,no,agreement,agreement,NA,NA
4704,2352,6,agree,1,4,0
4705,2353,7,agree,1,0,1
4706,2353,6,disagree,0,1,0
4707,2354,7,disagree,3,0,1
4708,2354,10,disagree,0,1,0
4709,2355,8,disagree,2,0,2
4710,2355,6,agree,0,3,0
4711,2356,10,agree,2,0,2
4712,2356,9,agree,1,0,1
4713,2357,7,agree,1,4,0
4714,2357,10,agree,2,0,1
4715,2358,9,agree,0,3,0
4716,2358,7,agree,1,3,0
4717,2359,8,agree,1,0,2
4718,2359,6,agree,3,0,0
4719,2360,7,agree,0,1,1
4720,2360,8,agree,1,0,3
4721,2361,8,agree,0,2,0
4722,2361,10,agree,1,1,0
4723,2362,9,agree,0,0,3
4724,2362,6,agree,1,3,0
4725,2363,10,agree,0,0,2
4726,2363,5,agree,0,1,3
4727,2364,10,agree,1,0,0
4728,2364,10,disagree,0,1,1
4729,2365,9,agree,0,1,1
4730,2365,9,agree,4,0,1
